id,Year,name,fuel,capex,fom,vom,lifetime,initial_capacity_lifetime,discount_rate,heat_rate_base,heat_rate_incr,unit_size,node,max_build,min_build,initial_capacity,line,unit_type,scenarios,near_optimum,range_group,min_load_pct,ramp_rate_pct,start_cost_per_mw,retrofit_group,retrofit_cap
148,2029,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
149,2030,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
150,2031,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
151,2032,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
152,2033,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
153,2034,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
154,2035,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
155,2036,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
156,2037,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
157,2038,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
158,2039,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
159,2040,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
160,2041,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
161,2042,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
162,2043,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
163,2044,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
164,2045,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
165,2046,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
166,2047,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
167,2048,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
168,2049,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
169,2050,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
170,2051,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
171,2052,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
172,2053,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
173,2054,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
174,2055,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
175,2056,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
176,2057,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
177,2058,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
178,2059,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
179,2060,geothermal_apb1,geothermal,4627.0,116.0,0.28,30,30,0.1,0,0.0,0.05,APB1,0.651,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
180,2025,bioenergy_apb1,bioenergy,2398.0,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
181,2026,bioenergy_apb1,bioenergy,2353.8,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
182,2027,bioenergy_apb1,bioenergy,2309.6,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
183,2028,bioenergy_apb1,bioenergy,2265.4,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
184,2029,bioenergy_apb1,bioenergy,2221.2,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
185,2030,bioenergy_apb1,bioenergy,2177.0,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
186,2031,bioenergy_apb1,bioenergy,2163.8,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
187,2032,bioenergy_apb1,bioenergy,2150.6,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
188,2033,bioenergy_apb1,bioenergy,2137.4,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
189,2034,bioenergy_apb1,bioenergy,2124.2,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
190,2035,bioenergy_apb1,bioenergy,2111.0,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
191,2036,bioenergy_apb1,bioenergy,2097.8,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
192,2037,bioenergy_apb1,bioenergy,2084.6,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
193,2038,bioenergy_apb1,bioenergy,2071.4,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
194,2039,bioenergy_apb1,bioenergy,2058.2,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
195,2040,bioenergy_apb1,bioenergy,2045.0,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
196,2041,bioenergy_apb1,bioenergy,2031.9,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
197,2042,bioenergy_apb1,bioenergy,2018.8,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
198,2043,bioenergy_apb1,bioenergy,2005.7,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
199,2044,bioenergy_apb1,bioenergy,1992.6,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
200,2045,bioenergy_apb1,bioenergy,1979.5,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
201,2046,bioenergy_apb1,bioenergy,1966.4,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
202,2047,bioenergy_apb1,bioenergy,1953.3,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
203,2048,bioenergy_apb1,bioenergy,1940.2,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
204,2049,bioenergy_apb1,bioenergy,1927.1,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
205,2050,bioenergy_apb1,bioenergy,1914.0,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
206,2051,bioenergy_apb1,bioenergy,1900.9,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
207,2052,bioenergy_apb1,bioenergy,1887.8,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
208,2053,bioenergy_apb1,bioenergy,1874.7,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
209,2054,bioenergy_apb1,bioenergy,1861.6,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
210,2055,bioenergy_apb1,bioenergy,1848.5,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
211,2056,bioenergy_apb1,bioenergy,1835.4,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
212,2057,bioenergy_apb1,bioenergy,1822.3,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
213,2058,bioenergy_apb1,bioenergy,1809.2,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
214,2059,bioenergy_apb1,bioenergy,1796.1,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
215,2060,bioenergy_apb1,bioenergy,1783.0,57.0,3.58,25,25,0.1,0,11.61,0.05,APB1,0.408,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,0.3,0.1,,,
324,2025,nuclear_apb1,nuclear,10096.0,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
325,2026,nuclear_apb1,nuclear,9612.2,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
326,2027,nuclear_apb1,nuclear,9128.4,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
327,2028,nuclear_apb1,nuclear,8644.6,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
328,2029,nuclear_apb1,nuclear,8160.8,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
329,2030,nuclear_apb1,nuclear,7677.0,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
330,2031,nuclear_apb1,nuclear,7587.6,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
331,2032,nuclear_apb1,nuclear,7498.2,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
332,2033,nuclear_apb1,nuclear,7408.8,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
333,2034,nuclear_apb1,nuclear,7319.4,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
334,2035,nuclear_apb1,nuclear,7230.0,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
335,2036,nuclear_apb1,nuclear,7140.6,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
336,2037,nuclear_apb1,nuclear,7051.2,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
337,2038,nuclear_apb1,nuclear,6961.8,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
338,2039,nuclear_apb1,nuclear,6872.4,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
339,2040,nuclear_apb1,nuclear,6783.0,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
340,2041,nuclear_apb1,nuclear,6693.6,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
341,2042,nuclear_apb1,nuclear,6604.2,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
342,2043,nuclear_apb1,nuclear,6514.8,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
343,2044,nuclear_apb1,nuclear,6425.4,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
344,2045,nuclear_apb1,nuclear,6336.0,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
345,2046,nuclear_apb1,nuclear,6246.6,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
346,2047,nuclear_apb1,nuclear,6157.2,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
347,2048,nuclear_apb1,nuclear,6067.8,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
348,2049,nuclear_apb1,nuclear,5978.4,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
349,2050,nuclear_apb1,nuclear,5889.0,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
350,2051,nuclear_apb1,nuclear,5811.4,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
351,2052,nuclear_apb1,nuclear,5733.8,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
352,2053,nuclear_apb1,nuclear,5656.2,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
353,2054,nuclear_apb1,nuclear,5578.6,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
354,2055,nuclear_apb1,nuclear,5501.0,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
355,2056,nuclear_apb1,nuclear,5423.4,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
356,2057,nuclear_apb1,nuclear,5345.8,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
357,2058,nuclear_apb1,nuclear,5268.2,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
358,2059,nuclear_apb1,nuclear,5190.6,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
359,2060,nuclear_apb1,nuclear,5113.0,116.0,2.31,30,30,0.1,0,0.0,0.1,APB1,0,0,0.0,other_connections,flexible,"default,ce_2025_2060",False,,,,,,
360,2025,gas_ccs_apb1,gas,2707.0,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0
361,2026,gas_ccs_apb1,gas,2656.4,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0
362,2027,gas_ccs_apb1,gas,2605.8,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0
363,2028,gas_ccs_apb1,gas,2555.2,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0
364,2029,gas_ccs_apb1,gas,2504.6,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0
365,2030,gas_ccs_apb1,gas,2454.0,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0
366,2031,gas_ccs_apb1,gas,2431.4,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
367,2032,gas_ccs_apb1,gas,2408.8,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
368,2033,gas_ccs_apb1,gas,2386.2,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
369,2034,gas_ccs_apb1,gas,2363.6,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
370,2035,gas_ccs_apb1,gas,2341.0,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
371,2036,gas_ccs_apb1,gas,2318.4,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
372,2037,gas_ccs_apb1,gas,2295.8,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
373,2038,gas_ccs_apb1,gas,2273.2,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
374,2039,gas_ccs_apb1,gas,2250.6,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
375,2040,gas_ccs_apb1,gas,2228.0,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
376,2041,gas_ccs_apb1,gas,2205.4,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
377,2042,gas_ccs_apb1,gas,2182.8,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
378,2043,gas_ccs_apb1,gas,2160.2,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
379,2044,gas_ccs_apb1,gas,2137.6,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
380,2045,gas_ccs_apb1,gas,2115.0,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
381,2046,gas_ccs_apb1,gas,2092.4,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
382,2047,gas_ccs_apb1,gas,2069.8,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
383,2048,gas_ccs_apb1,gas,2047.2,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.052838004
384,2049,gas_ccs_apb1,gas,2024.6,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.387478696
385,2050,gas_ccs_apb1,gas,2002.0,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,0.387478696
386,2051,gas_ccs_apb1,gas,1981.9,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,1.074372748
387,2052,gas_ccs_apb1,gas,1961.8,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,1.074372748
388,2053,gas_ccs_apb1,gas,1941.7,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,1.440716242
389,2054,gas_ccs_apb1,gas,1921.6,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,2.293169374
390,2055,gas_ccs_apb1,gas,1901.5,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,4.982426515
391,2056,gas_ccs_apb1,gas,1881.4,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,6.653671447
392,2057,gas_ccs_apb1,gas,1861.3,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,6.653671447
393,2058,gas_ccs_apb1,gas,1841.2,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,6.653671447
394,2059,gas_ccs_apb1,gas,1821.1,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,6.653671447
395,2060,gas_ccs_apb1,gas,1801.0,0.05,0.05,20,20,0.1,0,10.91,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.2,25,6,6.653671447
396,2025,coal_ccs_cfbio_apb1,black coal,4501.0,102.0,4.73,20,20,0.1,0,9.73,0.1,APB1,0,0,0.0,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57,1,0
